Number,Title
573,real-time spin system lattice field theory
574,high-dimensional statistic
575,mask propagation efficient video semantic segmentation
576,enhancing epileptic seizure detection eeg feature embeddings
577,primordial black hole qcd color charge
578,symmetry anomaly kitaev spin-s model identifying symmetry-enforced exotic quantum matter
579,new physic case beam-dump experiment accelerated muon beam
580,train neural control barrier function learning safety filter complex input-constrained system
581,ekgnet 1096w fully analog neural network intra-patient arrhythmia classification
582,golem distribution gene regulatory element within plant promoter
583,probing transverse momentum dependent structure azimuthal dependence energy correlators
584,quantum vortex lattice lifshitz duality topological defect multipole symmetry
585,computing matrix exponential cholesky factor related finite horizon gramian
586,2d-3d interlaced transformer point cloud segmentation scene-level supervision
587,knn-seq efficient extensible knn-mt framework
588,fixpix fixing bad pixel using deep learning
589,molecular orbital formation metastable short-range ordered structure vo2
590,generalized gluon distribution quarkonium dynamic strongly coupled mathcaln4 yang-mills theory
591,gravitational form factor proton lattice qcd
592,on-chip trainable neuron circuit sfq-based spiking neural network
593,statistic sensitivity axion wind detection homogeneous precession domain superfluid helium-3
594,feature learning generalization deep network orthogonal weight
595,local strain inhomogeneity electrical triggering metal-insulator transition revealed x-ray microscopy
596,rightarrow massive splitting function qcd factorization scet
597,terahertz phonon engineering van der waals heterostructures
598,beyond typical modeling rare plausible pattern chemical reaction leveraging sequential mixture-of-experts
599,competition electronic correlation reconstruction la1-xsrxtio3srtio3 heterostructures
600,afrispeech-200 pan-african accented speech dataset clinical general domain asr
601,efficient streaming language model attention sink
602,regularity dirac eigenfunctions
603,uxsim open source macroscopic mesoscopic traffic simulator python technical overview
604,three-pion scattering chiral lagrangian lattice
605,bayesian study quark model view recent astrophysical constraint
606,intuitive construction modular flow
607,short proof tomitas theorem
608,meshless interface tracking simulation dendrite envelope growth
609,scalable multi-robot collaboration large language model centralized decentralized system
610,debye screening non-abelian plasma curved spacetimes
611,segmentation-free streaming machine translation
612,dynamical defect two-dimensional wigner crystal self-doping kinetic magnetism
613,magnetic instability spin-glass order beyond anderson-mott transition interacting power-law random banded matrix fermion
614,fractal word search deep delve
615,optimal conditional inference adaptive experiment
616,influence three parameter maximum mass stability strange star linear fq-action
617,opus integrated assessment model satellite orbital debris
618,dont miss forest tree lyman alpha forest power spectrum effective field theory
619,effect gravitational decoupling constraining mass radius secondary component gw190814 self-bound strange star fq-gravity theory
620,topological quantum chain protected dipolar modulated symmetry
621,fast triangle counting
622,bayesian approach breaking thing efficiently predicting repairing failure mode via sampling
623,epidenet energy-efficient approach seizure detection embedded system
624,deformer dct-driven enhancement transformer low-light image dark vision
625,holographic entropy inequality multipartite entanglement
626,chitnet complementary harmonious information transfer network infrared visible image fusion
627,dotthz project standard data format terahertz time-domain data elementary data processing tool
628,let cake cutting-edge algorithm scalable efficient exact search big data
629,decreasing computing time bayesian optimization using generalizable memory pruning
630,self-interacting neutrino light large-scale structure data
631,quantization axion-gauge coupling non-invertible higher symmetry
632,kev line
633,untersuchungen zur verbesserung der energieauflsung neutronenrckstreuspektrometer unter verwendung von idealkristallenmitgeringer dynamischer breite der reflexionskurve
634,linear trimer formation three-center-four-electron bonding rup
