Title,Authors
Loki: An Open-Source Tool for Fact Verification,"Haonan Li, Xudong Han, Hao Wang, Yuxia Wang, Minghan Wang, Rui Xing, Yilin Geng, Zenan Zhai, Preslav Nakov, Timothy Baldwin"
Domain adaptation in application to gravitational lens finding,"Hanna Parul, Sergei Gleyzer, Pranath Reddy, Michael W. Toomey"
Safe Autonomy for Uncrewed Surface Vehicles Using Adaptive Control and Reachability Analysis,"Karan Mahesh, Tyler M. Paine, Max L. Greene, Nicholas Rober, Steven Lee, Sildomar T. Monteiro, Anuradha Annaswamy, Michael R. Benjamin, Jonathan P. How"
Supercomputer 3D Digital Twin for User Focused Real-Time Monitoring,"William Bergeron, Matthew Hubbell, Daniel Mojica, Albert Reuther, William Arcand, David Bestor, Daniel Burrill, Chansup, Byun, Vijay Gadepally, Michael Houle, Hayden Jananthan, Michael Jones, Piotr Luszczek, Peter Michaleas, Lauren Milechin, Julie Mullen Andrew Prout, Antonio Rosa, Charles Yee, Jeremy Kepner"
Quark stars in generalized hybrid metric-Palatini gravity,"R. Aliannejadi, Z. Haghani"
Stars and quark stars in bumblebee gravity,"Juliano C. S. Neves, Fernando G. Gardim"
Revisiting Single Inclusive Jet Production: Timelike Factorization and Reciprocity,"Kyle Lee, Ian Moult, Xiaoyuan Zhang"
Parallel Quantum Signal Processing Via Polynomial Factorization,"John M. Martyn, Zane M. Rossi, Kevin Z. Cheng, Yuan Liu, Isaac L. Chuang"
easylayout: an R package for interactive force-directed layouts within RStudio,"Danilo Oliveira Imparato, João Vitor F. Cavalcante, Rodrigo J. S. Dalmolin"
Optimal Quantum Purity Amplification,"Zhaoyi Li, Honghao Fu, Takuya Isogawa, Isaac Chuang"
(SPT-)LSM theorems from projective non-invertible symmetries,"Salvatore D. Pace, Ho Tat Lam, Ömer M. Aksoy"
Medium Effects inMITBag Model for quark matter: Self consistent thermodynamical treatment,"Suman Pal, Gargi Chaudhuri"
Finite- and infinite-volume study of $DDπ$ scattering,"Sebastian M. Dawid, Fernando Romero-López, Stephen R. Sharpe"
Equilibrium expectations for non-Gaussian fluctuations near a QCD critical point,"Jamie M. Karthein, Maneesha Sushama Pradeep, Krishna Rajagopal, Mikhail Stephanov, Yi Yin"
Quark Stars as Hideouts For Color-spin-locked Quark Matter: Implications for Powering High-energy Electromagnetic Emissions,Xin-Ying Song
KISS-Matcher: Fast and Robust Point Cloud Registration Revisited,"Hyungtae Lim, Daebeom Kim, Gunhee Shin, Jingnan Shi, Ignacio Vizzo, Hyun Myung, Jaesik Park, Luca Carlone"
Description of the first order phase transition region of an equation of state for QCD with a critical point,"Jamie M. Karthein, Volker Koch, Claudia Ratti"
Quantum Computing for Energy Correlators,"Kyle Lee, Francesco Turro, Xiaojun Yao"
Assessing Uncertainties in Parton Showers at Double Logarithmic Accuracy for Jet Quenching Studies,"Carlota Andres, Liliana Apolinário, Néstor Armesto, André Cordeiro, Fabio Dominguez, José Guilherme Milhano"
A Field Guide to Event-Shape Observables Using Optimal Transport,"Cari Cesarotti, Matt LeBlanc"
Phase space of Jackiw-Teitelboim gravity with positive cosmological constant,"Elba Alonso-Monsalve, Daniel Harlow, Patrick Jefferson"
$ν$-point energy correletors with FastEEC: small-$x$ physics from LHC jets,"Ankita Budhraja, Hao Chen, Wouter J. Waalewijn"
Quantized axial charge of staggered fermions and the chiral anomaly,"Arkya Chatterjee, Salvatore D. Pace, Shu-Heng Shao"
Ramp reversal memory in bulk crystals of 1T-TaS2,"Avital Fried, Ouriel Gotesdyner, Irena Feldman, Amit Kanigel, Amos Sharoni"
HPC with Enhanced User Separation,"Andrew Prout, Albert Reuther, Michael Houle, Michael Jones, Peter Michaleas, LaToya Anderson, William Arcand, Bill Bergeron, David Bestor, Alex Bonn, Daniel Burrill, Chansup Byun, Vijay Gadepally, Matthew Hubbell, Hayden Jananthan, Piotr Luszczek, Lauren Milechin, Guillermo Morales, Julie Mullen, Antonio Rosa, Charles Yee, Jeremy Kepner"
Full-shape analysis with simulation-based priors: cosmological parameters and the structure growth anomaly,"Mikhail M. Ivanov, Andrej Obuljen, Carolina Cuesta-Lazaro, Michael W. Toomey"
Impact of dark matter on strange quark stars described by different quark models,"Yida Yang, Chen Wu, Ji-Feng Yang"
Learning Theory Informed Priors for Bayesian Inference: A Case Study with Early Dark Energy,"Michael W. Toomey, Mikhail M. Ivanov, Evan McDonough"
wgatools: an ultrafast toolkit for manipulating whole genome alignments,"Wenjie Wei, Songtao Gui, Jian Yang, Erik Garrison, Jianbing Yan, Hai-Jun Liu"
Anonymized Network Sensing Graph Challenge,"Hayden Jananthan, Michael Jones, William Arcand, David Bestor, William Bergeron, Daniel Burrill, Aydin Buluc, Chansup Byun, Timothy Davis, Vijay Gadepally, Daniel Grant, Michael Houle, Matthew Hubbell, Piotr Luszczek, Peter Michaleas, Lauren Milechin, Chasen Milner, Guillermo Morales, Andrew Morris, Julie Mullen, Ritesh Patel, Alex Pentland, Sandeep Pisharody, Andrew Prout, Albert Reuther"
Minimizing Selection Bias in Inclusive Jets in Heavy-Ion Collisions with Energy Correlators -- arXiv note,"Carlota Andres, Jack Holguin"
Quantum thermalization of translation-invariant systems at high temperature,"Saúl Pilatowsky-Cameo, Soonwon Choi"
Minimizing Selection Bias in Inclusive Jets in Heavy-Ion Collisions with Energy Correlators,"Carlota Andres, Jack Holguin, Raghav Kunnawalkam Elayavalli, Jussi Viinikainen"
ManaTTS Persian: a recipe for creating TTS datasets for lower resource languages,"Mahta Fetrat Qharabagh, Zahra Dehghanian, Hamid R. Rabiee"
Suppression of the Mott insulating phase in the particle-hole asymmetric Hubbard model,"Mateus Marques, Bruno M. de Souza Melo, Alexandre R. Rocha, Caio Lewenkopf, Luis G. G. V. Dias da Silva"
ECG Biometric Authentication Using Self-Supervised Learning for IoT Edge Sensors,"Guoxin Wang, Shreejith Shanker, Avishek Nag, Yong Lian, Deepu John"
VILA-U: a Unified Foundation Model Integrating Visual Understanding and Generation,"Yecheng Wu, Zhuoyang Zhang, Junyu Chen, Haotian Tang, Dacheng Li, Yunhao Fang, Ligeng Zhu, Enze Xie, Hongxu Yin, Li Yi, Song Han, Yao Lu"
Halving the Cost of Quantum Algorithms with Randomization,"John M. Martyn, Patrick Rall"
Mathematical ideas and notions of quantum field theory,Pavel Etingof
Topological recursion for hyperbolic string field theory,"Atakan Hilmi Fırat, Nico Valdes-Meller"
"TinyTNAS: GPU-Free, Time-Bound, Hardware-Aware Neural Architecture Search for TinyML Time Series Classification","Bidyut Saha, Riya Samanta, Soumya K. Ghosh, Ram Babu Roy"
Flexible framework for generating synthetic electrocardiograms and photoplethysmograms,"Katri Karhinoja, Antti Vasankari, Jukka-Pekka Sirkiä, Antti Airola, David Wong, Matti Kaisti"
Fast and Modular Autonomy Software for Autonomous Racing Vehicles,"Andrew Saba, Aderotimi Adetunji, Adam Johnson, Aadi Kothari, Matthew Sivaprakasam, Joshua Spisak, Prem Bharatia, Arjun Chauhan, Brendan Duff Jr., Noah Gasparro, Charles King, Ryan Larkin, Brian Mao, Micah Nye, Anjali Parashar, Joseph Attias, Aurimas Balciunas, Austin Brown, Chris Chang, Ming Gao, Cindy Heredia, Andrew Keats, Jose Lavariega, William Muckelroy III, Andre Slavescu"
Search for Dark Matter Induced Airglow in Planetary Atmospheres,"Carlos Blanco, Rebecca K. Leane, Marianne Moore, Joshua Tong"
Feynman 1947 letter on path integral for the Dirac equation,Ted Jacobson
CMB limits on decaying dark matter beyond the ionization threshold,"Clara Xu, Wenzer Qin, Tracy R. Slatyer"
Effective field theories of dissipative fluids with one-form symmetries,"Shreya Vardhan, Sašo Grozdanov, Samuel Leutheusser, Hong Liu"
Toward stringy horizons,"Elliott Gesteau, Hong Liu"
Probabilistic Homotopy Optimization for Dynamic Motion Planning,"Shayan Pardis, Matthew Chignoli, Sangbae Kim"
Prompto: An open source library for asynchronous querying of LLM endpoints,"Ryan Sze-Yin Chan, Federico Nanni, Angus R. Williams, Edwin Brown, Liam Burke-Moore, Ed Chapman, Kate Onslow, Tvesha Sippy, Jonathan Bright, Evelina Gabasova"
biorecap: an R package for summarizing bioRxiv preprints with a local LLM,Stephen D. Turner
Characterization of X-ray Detectors in theMITX-ray Polarimetry Beamline,"Sarah N. T. Heine, Herman L. Marshall, Benjamin Schneider, Beverly Lamar, Nithya Kothnur, Alan Garner"
"Spontaneous symmetry breaking, gauge hierarchy and electroweak vacuum metastability","Sean Benevedes, Thomas Steingasser, Sokratis Trifinopoulos"
Docling Technical Report,"Christoph Auer, Maksym Lysak, Ahmed Nassar, Michele Dolfi, Nikolaos Livathinos, Panos Vagenas, Cesar Berrospi Ramis, Matteo Omenetti, Fabian Lindlbauer, Kasper Dinkla, Lokesh Mishra, Yusik Kim, Shubham Gupta, Rafael Teixeira de Lima, Valery Weber, Lucas Morin, Ingmar Meijer, Viktor Kuropiatnyk, Peter W. J. Staar"
Der Weg zur digitalen Arbeitsmappe: Digitales PrüfungswesenmitZertifizierung,"Martin Becke, Julia Padberg"
DSReLU: A Novel Dynamic Slope Function for Superior Model Training,"Archisman Chakraborti, Bidyut B Chaudhuri"
Fine-tuning LLMs for Autonomous Spacecraft Control: A Case Study Using Kerbal Space Program,"Alejandro Carrasco, Victor Rodriguez-Fernandez, Richard Linares"
To Impute or Not: Recommendations for Multibiometric Fusion,"Melissa R Dale, Elliot Singer, Bengt J. Borgström, Arun Ross"
DarkMatters: A powerful tool for WIMPy analysis,"Michael Sarkis, Geoff Beck"
Wormhole Geometries Supported by Strange Quark Matter and Phantom-like Generalized Chaplygin gas within $f(Q)$ Gravity,"Sneha Pradhan, Zinnat Hassan, P. K. Sahoo"
Zero-day attack and ransomware detection,"Steven Jabulani Nhlapo, Mike Nkongolo Wa Nkongolo"
Dancing with invisible partners: Three-body exchanges with primordial black holes,"Badal Bhalla, Benjamin V. Lehmann, Kuver Sinha, Tao Xu"
Deltahedral Domes over Equiangular Polygons,"MIT CompGeom Group, Hugo A. Akitaya, Erik D. Demaine, Adam Hesterberg, Anna Lubiw, Jayson Lynch, Joseph O'Rourke, Frederick Stock, Josef Tkadlec"
mbrs: A Library for Minimum Bayes Risk Decoding,"Hiroyuki Deguchi, Yusuke Sakai, Hidetaka Kamigaito, Taro Watanabe"
Integrating Model-Based Footstep Planning with Model-Free Reinforcement Learning for Dynamic Legged Locomotion,"Ho Jae Lee, Seungwoo Hong, Sangbae Kim"
ReDel: A Toolkit for LLM-Powered Recursive Multi-Agent Systems,"Andrew Zhu, Liam Dugan, Chris Callison-Burch"
Finch: Prompt-guided Key-Value Cache Compression,"Giulio Corallo, Paolo Papotti"
A Generative Modeling Approach to Reconstructing 21-cm Tomographic Data,"Nashwan Sabti, Ram Reddy, Julian B. Muñoz, Siddharth Mishra-Sharma, Taewook Youn"
MambaCapsule: Towards Transparent Cardiac Disease Diagnosis with Electrocardiography Using Mamba Capsule Network,"Yinlong Xu, Xiaoqiang Liu, Zitai Kong, Yixuan Wu, Yue Wang, Yingzhou Lu, Honghao Gao, Jian Wu, Hongxia Xu"
DocXPand-25k: a large and diverse benchmark dataset for identity documents analysis,"Julien Lerouge, Guillaume Betmont, Thomas Bres, Evgeny Stepankevich, Alexis Bergès"
Domain Adaptable Prescriptive AI Agent for Enterprise,"Piero Orderique, Wei Sun, Kristjan Greenewald"
Entropy and Spectrum of Near-Extremal Black Holes: semiclassical brane solutions to non-perturbative problems,Sergio Hernández-Cuenca
RRAM-Based Bio-Inspired Circuits for Mobile Epileptic Correlation Extraction and Seizure Prediction,"Hao Wang, Lingfeng Zhang, Erjia Xiao, Xin Wang, Zhongrui Wang, Renjing Xu"
SaulLM-54B & SaulLM-141B: Scaling Up Domain Adaptation for the Legal Domain,"Pierre Colombo, Telmo Pires, Malik Boudiaf, Rui Melo, Dominic Culver, Sofia Morgado, Etienne Malaboeuf, Gabriel Hautreux, Johanne Charpentier, Michael Desa"
Tipping detection using climate networks,"Laure Moinat, Jérôme Kasparian, Maura Brunetti"
"Continued developments in X-ray speed reading: fast, low noise readout for next-generation wide-field imagers","Sven Herrmann, Peter Orel, Tanmoy Chattopadhyay, Glenn Morris, Gregory Prigozhin, Haley R. Stueber, Steven W. Allen, Marshall W. Bautz, Kevan Donlon, Beverly LaMarr, Chris Leitz, Eric Miller, Abigail Pan, Artem Poliszczuk, Daniel R. Wilkins"
X-ray speed reading with the MCRC: prototype success and next generation upgrades,"Peter Orel, Abigail Y. Pan, Sven Herrmann, Tanmoy Chattopadhyay, Glenn Morris, Haley Stueber, Steven W. Allen, Daniel Wilkins, Gregory Prigozhin, Beverly LaMarr, Richard Foster, Andrew Malonis, Marshall W. Bautz, Michael J. Cooper, Kevan Donlon"
Demonstrating sub-electron noise performance in Single electron Sensitive Readout (SiSeRO) devices,"Tanmoy Chattopadhyay, Sven Herrmann, Peter Orel, Kevan Donlon, Steven W. Allen, Marshall W. Bautz, Brianna Cantrall, Michael Cooper, Beverly LaMarr, Chris Leitz, Eric Miller, R. Glenn Morris, Abigail Y. Pan, Gregory Prigozhin, Ilya Prigozhin, Haley R. Stueber, Daniel R. Wilkins"
OpenHands: An Open Platform for AI Software Developers as Generalist Agents,"Xingyao Wang, Boxuan Li, Yufan Song, Frank F. Xu, Xiangru Tang, Mingchen Zhuge, Jiayi Pan, Yueqi Song, Bowen Li, Jaskirat Singh, Hoang H. Tran, Fuqiang Li, Ren Ma, Mingzhang Zheng, Bill Qian, Yanjun Shao, Niklas Muennighoff, Yizhe Zhang, Binyuan Hui, Junyang Lin, Robert Brennan, Hao Peng, Heng Ji, Graham Neubig"
Wallcamera: Reinventing the Wheel?,"Aurélien Bourquard, Jeff Yan"
Preictal Period Optimization for Deep Learning-Based Epileptic Seizure Prediction,"Petros Koutsouvelis, Bartlomiej Chybowski, Alfredo Gonzalez-Sulser, Shima Abdullateef, Javier Escudero"
Imaging the Wakes of Jets with Energy-Energy-Energy Correlators,"Hannah Bossi, Arjun Srinivasan Kudinoor, Ian Moult, Daniel Pablos, Ananya Rai, Krishna Rajagopal"
Evaluation of LLMs Biases Towards Elite Universities: A Persona-Based Exploration,"Shailja Gupta, Rajesh Ranjan"
Fermionic Casimir Energy in Horava-Lifshitz Scenario,"E. R. Bezerra de Mello, M. B. Cruz"
Ubiquitous Metadata: Design and Fabrication of Embedded Markers for Real-World Object Identification and Interaction,Mustafa Doga Dogan
Moment Unfolding,"Krish Desai, Benjamin Nachman, Jesse Thaler"
General Relativistic Hydrodynamic Simulations of binary strange star mergers,"Francesco Grippa, Aviral Prakash, Domenico Logoteta, David Radice, Ignazio Bombaci"
Tailoring Solution Accuracy for Fast Whole-body Model Predictive Control of Legged Robots,"Charles Khazoom, Seungwoo Hong, Matthew Chignoli, Elijah Stanger-Jones, Sangbae Kim"
Complexity of 2D Snake Cube Puzzles,"MIT Hardness Group, Nithid Anchaleenukoon, Alex Dang, Erik D. Demaine, Kaylee Ji, Pitchayut Saengrungkongka"
Alternative climatic steady states near the Permian-Triassic Boundary,"Charline Ragon, Christian Vérard, Jérôme Kasparian, Maura Brunetti"
Quantum Algorithm to Prepare Quasi-Stationary States,"Samuel J. Garratt, Soonwon Choi"
"Effect of nonmagnetic Ti substitution on the structural, magnetic and transport properties in pyrochlore iridate Eu2(Ir1-xTix)2O7","Sampad Mondal, B. Maji, M. Modak, Swapan K. Mandal, S. Banerjee"
Surface and curvature tensions of cold dense quark matter: a term-by-term analysis within the Nambu-Jona-Lasinio model,"A. G. Grunfeld, M. F. Izzo Villafañe, G. Lugones"
Controlling Fano resonance and slow/fast light in a magnomechanical system with an optical parametric amplifier,"M'bark Amghar, Noura Chabar, Mohamed Amazioug"
LLload: Simplifying Real-Time Job Monitoring for HPC Users,"Chansup Byun, Julia Mullen, Albert Reuther, William Arcand, William Bergeron, David Bestor, Daniel Burrill, Vijay Gadepally, Michael Houle, Matthew Hubbell, Hayden Jananthan, Michael Jones, Peter Michaleas, Guillermo Morales, Andrew Prout, Antonio Rosa, Charles Yee, Jeremy Kepner, Lauren Milechin"
QCD Phase Diagram and the Finite Volume Fireball: A Model Study,"Adiba Shaikh, Ranjita K. Mohapatra, Saumen Datta"
BISeizuRe: BERT-Inspired Seizure Data Representation to Improve Epilepsy Monitoring,"Luca Benfenati, Thorir Mar Ingolfsson, Andrea Cossettini, Daniele Jahier Pagliari, Alessio Burrello, Luca Benini"
Curved detectors for future X-ray astrophysics missions,"Eric D. Miller, James A. Gregory, Marshall W. Bautz, Harry R. Clark, Michael Cooper, Kevan Donlon, Richard F. Foster, Catherine E. Grant, Mallory Jensen, Beverly LaMarr, Renee Lambert, Christopher Leitz, Andrew Malonis, Mo Neak, Gregory Prigozhin, Kevin Ryu, Benjamin Schneider, Keith Warner, Douglas J. Young, William W. Zhang"
Exact and approximate fluxonium array modes,"Stephen Sorokanich, Max Hays, Neill C. Warrington"
Green/WeakCoupling: Implementation of fully self-consistent finite-temperature many-body perturbation theory for molecules and solids,"Sergei Iskakov, Chia-Nan Yeh, Pavel Pokhilko, Yang Yu, Lei Zhang, Gaurav Harsha, Vibin Abraham, Ming Wen, Munkhorgil Wang, Jacob Adamski, Tianran Chen, Emanuel Gull, Dominika Zgid"
OPT-Tree: Speculative Decoding with Adaptive Draft Tree Structure,"Jikai Wang, Yi Su, Juntao Li, Qingrong Xia, Zi Ye, Xinyu Duan, Zhefeng Wang, Min Zhang"
Vaporetto: Efficient Japanese Tokenization Based on Improved Pointwise Linear Classification,"Koichi Akabe, Shunsuke Kanda, Yusuke Oda, Shinsuke Mori"
Energy-Efficient Seizure Detection Suitable for low-power Applications,"Julia Werner, Bhavya Kohli, Paul Palomero Bernardo, Christoph Gerum, Oliver Bringmann"
A Primer on Chainmails: Structures for Point-free Connectivity,"J. F. Du Plessis, Zurab Janelidze, Bernardus A. Wessels"
A Certifiable Algorithm for Simultaneous Shape Estimation and Object Tracking,"Lorenzo Shaikewitz, Samuel Ubellacker, Luca Carlone"
"Segment Any Text: A Universal Approach for Robust, Efficient and Adaptable Sentence Segmentation","Markus Frohmann, Igor Sterner, Ivan Vulić, Benjamin Minixhofer, Markus Schedl"
What Do VLMs NOTICE? A Mechanistic Interpretability Pipeline for Gaussian-Noise-free Text-Image Corruption and Evaluation,"Michal Golovanevsky, William Rudman, Vedant Palit, Ritambhara Singh, Carsten Eickhoff"
Wound Tissue Segmentation in Diabetic Foot Ulcer Images Using Deep Learning: A Pilot Study,"Mrinal Kanti Dhar, Chuanbo Wang, Yash Patel, Taiyu Zhang, Jeffrey Niezgoda, Sandeep Gopalakrishnan, Keke Chen, Zeyun Yu"
Enhancing Solar Driver Forecasting with Multivariate Transformers,"Sergio Sanchez-Hurtado, Victor Rodriguez-Fernandez, Julia Briden, Peng Mun Siew, Richard Linares"
Benchmarking Uncertainty Quantification Methods for Large Language Models with LM-Polygraph,"Roman Vashurin, Ekaterina Fadeeva, Artem Vazhentsev, Lyudmila Rvanova, Akim Tsvigun, Daniil Vasilev, Rui Xing, Abdelrahman Boda Sadallah, Kirill Grishchenkov, Sergey Petrakov, Alexander Panchenko, Timothy Baldwin, Preslav Nakov, Maxim Panov, Artem Shelmanov"
